measurement_id,measurement_type,protocol_id,comparable_group,model_id,model_family,model_variant,model_status,run_id,run_complete,checkpoint_path,checkpoint_step,training_step,epoch,evaluation_label,sampler,block_size,point,discretize,nfe,forwards_per_sequence,n_samples,seed,source_file,cross_sample_overlap_4,distinct_2,distinct_3,distinct_4,frontier_integral,gen_ppl,js_1gram,js_2gram,mauve,scoring_seconds,seq_rep_2,seq_rep_3,seq_rep_4,token_entropy,zipf
score::results_tinystories_mdlm_bd3lm_eval_20260802_max256_scores_all.json::0018::MDLM_best_sweep::sample_nfe32,external_generation_eval,gpt2_external_quality_v2,gpt2_gptj6b_mauve_max256,gpt2_mdlm_384x6_s12345,MDLM,best_canonical_100k,complete_100k_full_eval,mdlm_tinystories_gpt2_h384_l6_seed12345,True,baseline/MDLM_best.pt,100000.0,,,MDLM_best_sweep,mdlm,,sample_nfe32,sample,32.0,33.0,512.0,0.0,results/tinystories_mdlm_bd3lm_eval_20260802_max256/scores_all.json,0.0077457238092825,0.2385340073529411,0.5577094611220472,0.7813966773715415,0.0443145115969634,20.09905616968245,0.0224727264337981,0.1426000620671312,0.9418215924196468,281.1,0.1557368259803921,0.0453063484251968,0.0165359436758893,4.364651325738652,1.5872688626267937
score::results_tinystories_mdlm_bd3lm_eval_20260802_max256_scores_all.json::0019::MDLM_best_sweep::sample_nfe64,external_generation_eval,gpt2_external_quality_v2,gpt2_gptj6b_mauve_max256,gpt2_mdlm_384x6_s12345,MDLM,best_canonical_100k,complete_100k_full_eval,mdlm_tinystories_gpt2_h384_l6_seed12345,True,baseline/MDLM_best.pt,100000.0,,,MDLM_best_sweep,mdlm,,sample_nfe64,sample,64.0,65.0,512.0,0.0,results/tinystories_mdlm_bd3lm_eval_20260802_max256/scores_all.json,0.0089126085571157,0.222640931372549,0.5309501107283464,0.756940155632411,0.0431211430083302,17.13951299590466,0.0241777979655974,0.1412929054423422,0.944584863432284,287.3,0.1633578431372548,0.0502429872047244,0.0189291007905138,4.350360926629804,1.5899625586567834
score::results_tinystories_mdlm_bd3lm_eval_20260802_max256_scores_all.json::0020::MDLM_best_sweep::sample_nfe128,external_generation_eval,gpt2_external_quality_v2,gpt2_gptj6b_mauve_max256,gpt2_mdlm_384x6_s12345,MDLM,best_canonical_100k,complete_100k_full_eval,mdlm_tinystories_gpt2_h384_l6_seed12345,True,baseline/MDLM_best.pt,100000.0,,,MDLM_best_sweep,mdlm,,sample_nfe128,sample,128.0,129.0,512.0,0.0,results/tinystories_mdlm_bd3lm_eval_20260802_max256/scores_all.json,0.0097489447027919,0.2164368872549019,0.5175858144685039,0.7438935894268774,0.0547127982575394,15.860247896150817,0.0237934619966793,0.1388365974651335,0.9157252231699368,282.5,0.1693167892156862,0.0545106422244094,0.0225960350790513,4.338375414464851,1.5889393947024313
score::results_tinystories_mdlm_bd3lm_eval_20260802_max256_scores_all.json::0021::MDLM_best_sweep::sample_nfe256,external_generation_eval,gpt2_external_quality_v2,gpt2_gptj6b_mauve_max256,gpt2_mdlm_384x6_s12345,MDLM,best_canonical_100k,complete_100k_full_eval,mdlm_tinystories_gpt2_h384_l6_seed12345,True,baseline/MDLM_best.pt,100000.0,,,MDLM_best_sweep,mdlm,,sample_nfe256,sample,256.0,257.0,512.0,0.0,results/tinystories_mdlm_bd3lm_eval_20260802_max256/scores_all.json,0.0102749128447578,0.2148054534313725,0.515501968503937,0.7427047307312253,0.0437346419587629,15.409348021352406,0.0240589284684782,0.1389169580142269,0.9436481431748892,298.3,0.1706418504901961,0.0549104945866141,0.0219707262845849,4.332744707928701,1.59346970413126
score::results_tinystories_mdlm_bd3lm_eval_20260802_max256_scores_all.json::0028::gold_tinystories_n2048::gold,external_generation_eval,gpt2_external_quality_v2,gpt2_gptj6b_mauve_max256,gold_tinystories,gold_reference,validation_reference,reference,gold_tinystories_n2048,True,,,,,gold_tinystories_n2048,gold,,gold,,,0.0,2048.0,0.0,results/tinystories_mdlm_bd3lm_eval_20260802_max256/scores_all.json,0.0124155057890112,0.1630323223039215,0.4365003690944882,0.664948354125494,0.0,6.468816211990432,0.0,0.0,1.0,1095.4,0.1709463082107843,0.0669541246309055,0.0293605638586956,4.376747018271221,1.683026689515384
score::results_tinystories_m1_base_scores.json::0000::m1_tinystories_base::argmax_nfe1,external_generation_eval,m1_external_legacy_argmax,gpt2_external_512_legacy,gpt2_cfm_m1_384x6_s12345,CFM-M1,full_sequence_best_step68001,best_checkpoint_available,tinystories_a100,True,baseline/tinystories/NEW/tinystories_a100/checkpoints/best.ckpt,68001.0,,,m1_tinystories_base,full_cfm,,argmax_nfe1,argmax,1.0,1.0,512.0,0.0,results/tinystories_m1_base_scores.json,0.0062846541323994,0.1153875612745098,0.5230376476377953,0.8281018404150198,0.9147611209565956,87.5362625611249,0.1180765093487043,0.3266113618804844,0.0069748772974616,232.8,0.1418198529411764,0.0328724778543307,0.0089318799407114,4.049144030787966,2.2706083291076733
score::results_tinystories_m1_base_scores.json::0001::m1_tinystories_base::argmax_nfe2,external_generation_eval,m1_external_legacy_argmax,gpt2_external_512_legacy,gpt2_cfm_m1_384x6_s12345,CFM-M1,full_sequence_best_step68001,best_checkpoint_available,tinystories_a100,True,baseline/tinystories/NEW/tinystories_a100/checkpoints/best.ckpt,68001.0,,,m1_tinystories_base,full_cfm,,argmax_nfe2,argmax,2.0,2.0,512.0,0.0,results/tinystories_m1_base_scores.json,0.0068514664858853,0.1271292892156862,0.535402312992126,0.8241492712450593,0.8910879580276225,83.03011599825764,0.1058265389268167,0.3020371392274444,0.0081265595489124,210.5,0.1369715073529412,0.0332492618110236,0.0096807065217391,4.108865749200952,2.2947992288014136
score::results_tinystories_m1_base_scores.json::0002::m1_tinystories_base::argmax_nfe4,external_generation_eval,m1_external_legacy_argmax,gpt2_external_512_legacy,gpt2_cfm_m1_384x6_s12345,CFM-M1,full_sequence_best_step68001,best_checkpoint_available,tinystories_a100,True,baseline/tinystories/NEW/tinystories_a100/checkpoints/best.ckpt,68001.0,,,m1_tinystories_base,full_cfm,,argmax_nfe4,argmax,4.0,4.0,512.0,0.0,results/tinystories_m1_base_scores.json,0.0074513569412001,0.1618183210784313,0.5690283587598425,0.8285109930830039,0.8104113373647058,74.89029562366659,0.085939217850003,0.2587633929211808,0.0134073739774647,178.5,0.1233072916666666,0.0324956938976378,0.010159337944664,4.261113166786096,2.202427861546985
score::results_tinystories_m1_base_scores.json::0003::m1_tinystories_base::argmax_nfe8,external_generation_eval,m1_external_legacy_argmax,gpt2_external_512_legacy,gpt2_cfm_m1_384x6_s12345,CFM-M1,full_sequence_best_step68001,best_checkpoint_available,tinystories_a100,True,baseline/tinystories/NEW/tinystories_a100/checkpoints/best.ckpt,68001.0,,,m1_tinystories_base,full_cfm,,argmax_nfe8,argmax,8.0,8.0,512.0,0.0,results/tinystories_m1_base_scores.json,0.0082944648951491,0.2289368872549019,0.6279681348425197,0.8471390192687747,0.6364369829061912,78.66351506822762,0.0595161868752875,0.2214869876921018,0.0391572660235894,154.0,0.105859375,0.0299889271653543,0.0103909337944663,4.419974426822642,1.9702966863801172
score::results_tinystories_m1_base_scores.json::0004::m1_tinystories_base::argmax_nfe16,external_generation_eval,m1_external_legacy_argmax,gpt2_external_512_legacy,gpt2_cfm_m1_384x6_s12345,CFM-M1,full_sequence_best_step68001,best_checkpoint_available,tinystories_a100,True,baseline/tinystories/NEW/tinystories_a100/checkpoints/best.ckpt,68001.0,,,m1_tinystories_base,full_cfm,,argmax_nfe16,argmax,16.0,16.0,512.0,0.0,results/tinystories_m1_base_scores.json,0.008046976966596,0.3137637867647059,0.6882689468503937,0.8668555459486166,0.4390079752414143,90.115732846524,0.038036358719631,0.2095362573835584,0.1302308977315628,188.0,0.0950903799019608,0.0287663016732283,0.0100975790513833,4.534765832499521,1.5908053786883836
score::results_tinystories_m1_base_scores.json::0005::m1_tinystories_base::argmax_nfe32,external_generation_eval,m1_external_legacy_argmax,gpt2_external_512_legacy,gpt2_cfm_m1_384x6_s12345,CFM-M1,full_sequence_best_step68001,best_checkpoint_available,tinystories_a100,True,baseline/tinystories/NEW/tinystories_a100/checkpoints/best.ckpt,68001.0,,,m1_tinystories_base,full_cfm,,argmax_nfe32,argmax,32.0,32.0,512.0,0.0,results/tinystories_m1_base_scores.json,0.0083240191966255,0.3347120098039216,0.6965966412401575,0.8676661314229249,0.3678087822756194,91.9305074766758,0.0396995908162277,0.2137026215689448,0.1973021570220609,183.1,0.0950750612745098,0.0292276697834645,0.0105453310276679,4.552088954268911,1.470009080203751
score::results_tinystories_m1_base_scores.json::0006::m1_tinystories_base::argmax_nfe64,external_generation_eval,m1_external_legacy_argmax,gpt2_external_512_legacy,gpt2_cfm_m1_384x6_s12345,CFM-M1,full_sequence_best_step68001,best_checkpoint_available,tinystories_a100,True,baseline/tinystories/NEW/tinystories_a100/checkpoints/best.ckpt,68001.0,,,m1_tinystories_base,full_cfm,,argmax_nfe64,argmax,64.0,64.0,512.0,0.0,results/tinystories_m1_base_scores.json,0.0085949245325544,0.3368949142156863,0.6947742372047244,0.8658905632411067,0.2689904179375219,89.63575427507543,0.0409952173412734,0.2138188937908431,0.3440323488669971,195.5,0.0963618259803921,0.0298812746062992,0.0107614871541501,4.552962849248495,1.450133894083744
score::results_tinystories_m1_base_sample_scores.json::0000::m1_tinystories_base_sample::sample_nfe1,external_generation_eval,m1_external_legacy_sample,gpt2_external_512_legacy,gpt2_cfm_m1_384x6_s12345,CFM-M1,full_sequence_best_step68001,best_checkpoint_available,tinystories_a100,True,baseline/tinystories/NEW/tinystories_a100/checkpoints/best.ckpt,68001.0,,,m1_tinystories_base_sample,full_cfm,,sample_nfe1,sample,1.0,1.0,512.0,0.0,results/tinystories_m1_base_sample_scores.json,0.0051349485627116,0.1326899509803921,0.5513502706692913,0.8446146245059288,0.9139226235009824,96.05344894879872,0.1088882809776215,0.3208905491520576,0.0070233206623476,299.8,0.1333103553921568,0.0301042691929133,0.0077507411067193,4.085438135943038,2.3648168027763488
score::results_tinystories_m1_base_sample_scores.json::0001::m1_tinystories_base_sample::sample_nfe2,external_generation_eval,m1_external_legacy_sample,gpt2_external_512_legacy,gpt2_cfm_m1_384x6_s12345,CFM-M1,full_sequence_best_step68001,best_checkpoint_available,tinystories_a100,True,baseline/tinystories/NEW/tinystories_a100/checkpoints/best.ckpt,68001.0,,,m1_tinystories_base_sample,full_cfm,,sample_nfe2,sample,2.0,2.0,512.0,0.0,results/tinystories_m1_base_sample_scores.json,0.0062320720444516,0.1537071078431372,0.5719888041338582,0.8433871665019763,0.9125613447740784,92.26585217526704,0.0925251415223124,0.2933946967425125,0.0070916472349069,216.0,0.1284313725490196,0.0308117002952755,0.0085536067193675,4.152983430299654,2.099567049953305
score::results_tinystories_m1_base_sample_scores.json::0002::m1_tinystories_base_sample::sample_nfe4,external_generation_eval,m1_external_legacy_sample,gpt2_external_512_legacy,gpt2_cfm_m1_384x6_s12345,CFM-M1,full_sequence_best_step68001,best_checkpoint_available,tinystories_a100,True,baseline/tinystories/NEW/tinystories_a100/checkpoints/best.ckpt,68001.0,,,m1_tinystories_base_sample,full_cfm,,sample_nfe4,sample,4.0,4.0,512.0,0.0,results/tinystories_m1_base_sample_scores.json,0.0068392995997085,0.1825827205882353,0.5907895546259843,0.8403764204545454,0.8364363368392244,80.32333055475328,0.0762434321766795,0.2524568193926168,0.0113859019975135,262.4,0.119094669117647,0.0313960999015748,0.0098042243083003,4.288378816954294,2.067918206835438
score::results_tinystories_m1_base_sample_scores.json::0003::m1_tinystories_base_sample::sample_nfe8,external_generation_eval,m1_external_legacy_sample,gpt2_external_512_legacy,gpt2_cfm_m1_384x6_s12345,CFM-M1,full_sequence_best_step68001,best_checkpoint_available,tinystories_a100,True,baseline/tinystories/NEW/tinystories_a100/checkpoints/best.ckpt,68001.0,,,m1_tinystories_base_sample,full_cfm,,sample_nfe8,sample,8.0,8.0,512.0,0.0,results/tinystories_m1_base_sample_scores.json,0.007146617011726,0.2463771446078431,0.644292876476378,0.8548202816205533,0.7032435552701264,84.24897790643386,0.0521717115731231,0.220201424219911,0.026018657251052,293.9,0.104656862745098,0.0298197588582677,0.0102288166996047,4.430688410231941,1.9067729758585303
score::results_tinystories_m1_base_sample_scores.json::0004::m1_tinystories_base_sample::sample_nfe16,external_generation_eval,m1_external_legacy_sample,gpt2_external_512_legacy,gpt2_cfm_m1_384x6_s12345,CFM-M1,full_sequence_best_step68001,best_checkpoint_available,tinystories_a100,True,baseline/tinystories/NEW/tinystories_a100/checkpoints/best.ckpt,68001.0,,,m1_tinystories_base_sample,full_cfm,,sample_nfe16,sample,16.0,16.0,512.0,0.0,results/tinystories_m1_base_sample_scores.json,0.0065304247420133,0.3396446078431372,0.7042784202755905,0.873826581027668,0.4153220395449371,100.71604082534584,0.035401930733131,0.2131056096522047,0.1490760537682814,180.0,0.094500612745098,0.028674028051181,0.0100512598814229,4.540715081605777,1.4894882320829472
score::results_tinystories_m1_base_sample_scores.json::0005::m1_tinystories_base_sample::sample_nfe32,external_generation_eval,m1_external_legacy_sample,gpt2_external_512_legacy,gpt2_cfm_m1_384x6_s12345,CFM-M1,full_sequence_best_step68001,best_checkpoint_available,tinystories_a100,True,baseline/tinystories/NEW/tinystories_a100/checkpoints/best.ckpt,68001.0,,,m1_tinystories_base_sample,full_cfm,,sample_nfe32,sample,32.0,32.0,512.0,0.0,results/tinystories_m1_base_sample_scores.json,0.0070968221065905,0.3524892769607843,0.7051857775590551,0.8716109807312253,0.2822067381554548,100.0524235579514,0.0399978898253157,0.2166466970313122,0.3212328649333427,183.1,0.0954120710784313,0.0293968380905511,0.0104835721343873,4.554562241215036,1.3985428346076696
score::results_tinystories_m1_base_sample_scores.json::0006::m1_tinystories_base_sample::sample_nfe64,external_generation_eval,m1_external_legacy_sample,gpt2_external_512_legacy,gpt2_cfm_m1_384x6_s12345,CFM-M1,full_sequence_best_step68001,best_checkpoint_available,tinystories_a100,True,baseline/tinystories/NEW/tinystories_a100/checkpoints/best.ckpt,68001.0,,,m1_tinystories_base_sample,full_cfm,,sample_nfe64,sample,64.0,64.0,512.0,0.0,results/tinystories_m1_base_sample_scores.json,0.0076403532808552,0.3468367034313726,0.6990649606299213,0.8677356101778656,0.3066607320706319,94.33208297933125,0.0412858718727249,0.2152149840423636,0.2802168334807842,162.4,0.0966605392156862,0.0299120324803149,0.0106920083992094,4.554596923172575,1.4210279722073609
score::results_tinystories_baselines_scores.json::0000::ar_last::argmax_ar,external_generation_eval,legacy_byte_external_quality,legacy_byte_word_fallback,byte_ar_768x12_s12345,AR,byte_trained_100k,complete_100k_legacy_byte,ar_tinystories_seed12345,True,baseline/ar_tinystories_seed12345/checkpoints/last.pt,100000.0,,,ar_last,ar,,argmax_ar,argmax,256.0,256.0,512.0,0.0,results/tinystories_baselines_scores.json,1.0,0.0009344362745098,0.001337967519685,0.0015053730237154,1.0,,0.6911192537430894,0.6931471805596738,0.0040720962619612,55.4,0.5215686274509803,0.3149606299212598,0.2292490118577075,3.0751914561889726,1.146069505760522
score::results_tinystories_baselines_scores.json::0001::ar_last::sample_ar,external_generation_eval,legacy_byte_external_quality,legacy_byte_word_fallback,byte_ar_768x12_s12345,AR,byte_trained_100k,complete_100k_legacy_byte,ar_tinystories_seed12345,True,baseline/ar_tinystories_seed12345/checkpoints/last.pt,100000.0,,,ar_last,ar,,sample_ar,sample,256.0,256.0,512.0,0.0,results/tinystories_baselines_scores.json,0.0849902793903085,0.0051547181372549,0.0270131028543307,0.0788275074110672,0.4386295193179015,,0.6905965614409502,0.6931471805596824,0.1295738014093968,32.0,0.5097426470588236,0.2738219734251969,0.173635128458498,2.9413325902616547,2.5430282928248373
score::results_tinystories_baselines_scores.json::0002::ar_last_clean::argmax_ar,external_generation_eval,legacy_byte_external_quality,legacy_byte_word_fallback,byte_ar_768x12_s12345,AR,byte_trained_100k,complete_100k_legacy_byte,ar_tinystories_seed12345,True,baseline/ar_tinystories_seed12345/checkpoints/last.pt,100000.0,,,ar_last_clean,ar,,argmax_ar,argmax,256.0,256.0,512.0,0.0,results/tinystories_baselines_scores.json,1.0,0.0018717447916666,0.001953125,0.001953125,1.0,,0.6931471805599555,0.6931471805597135,0.0040720962619612,20.2,0.0416666666666666,0.0,0.0,3.4743791278410843,0.4191823624206313
score::results_tinystories_baselines_scores.json::0003::ar_last_clean::sample_ar,external_generation_eval,legacy_byte_external_quality,legacy_byte_word_fallback,byte_ar_768x12_s12345,AR,byte_trained_100k,complete_100k_legacy_byte,ar_tinystories_seed12345,True,baseline/ar_tinystories_seed12345/checkpoints/last.pt,100000.0,,,ar_last_clean,ar,,sample_ar,sample,256.0,256.0,512.0,0.0,results/tinystories_baselines_scores.json,0.0061621527779617,0.4299438311059461,0.6988104177370272,0.8322375055463677,0.4447265191268587,,0.6931471805599382,0.6931471805596491,0.1249503383407171,19.2,0.0440933561535127,0.0160692503414219,0.0071163447411329,3.542434470803889,1.1495251530599548
score::results_tinystories_baselines_scores.json::0004::bd3lm_b16_last::argmax_nofh_spb1,external_generation_eval,legacy_byte_external_quality,legacy_byte_word_fallback,byte_bd3lm_b16_768x12_s12345,BD3-LM,byte_block16_trained_100k,complete_100k_legacy_byte,bd3lm_b16_tinystories_seed12345,True,baseline/bd3lm_b16_tinystories_seed12345/checkpoints/last.pt,100000.0,,,bd3lm_b16_last,bd3lm,16.0,argmax_nofh_spb1,argmax,1.0,16.0,512.0,0.0,results/tinystories_baselines_scores.json,,,,,1.0,,,,0.0040720962619612,96.7,,,,0.0,
score::results_tinystories_baselines_scores.json::0005::bd3lm_b16_last::sample_nofh_spb1,external_generation_eval,legacy_byte_external_quality,legacy_byte_word_fallback,byte_bd3lm_b16_768x12_s12345,BD3-LM,byte_block16_trained_100k,complete_100k_legacy_byte,bd3lm_b16_tinystories_seed12345,True,baseline/bd3lm_b16_tinystories_seed12345/checkpoints/last.pt,100000.0,,,bd3lm_b16_last,bd3lm,16.0,sample_nofh_spb1,sample,1.0,16.0,512.0,0.0,results/tinystories_baselines_scores.json,0.0,0.9890020366598778,0.9999400227913392,1.0,1.0,,0.6931471805601013,0.6931471805597705,0.0040720962619612,26.7,0.0,0.0,0.0,3.501459574951265,0.2629596379785212
score::results_tinystories_baselines_scores.json::0006::bd3lm_b16_last::argmax_nofh_spb2,external_generation_eval,legacy_byte_external_quality,legacy_byte_word_fallback,byte_bd3lm_b16_768x12_s12345,BD3-LM,byte_block16_trained_100k,complete_100k_legacy_byte,bd3lm_b16_tinystories_seed12345,True,baseline/bd3lm_b16_tinystories_seed12345/checkpoints/last.pt,100000.0,,,bd3lm_b16_last,bd3lm,16.0,argmax_nofh_spb2,argmax,2.0,32.0,512.0,0.0,results/tinystories_baselines_scores.json,0.0,0.621466381349251,0.9182419111678072,0.989602007888132,0.9886232943351412,,0.6931471805599739,0.6931471805596374,0.0043634538075581,55.2,0.0287433966267984,0.003245193573911,0.0001994086897579,3.0364659282700748,0.9213706510590084
